utc-date,utc-time,temperature,pressure
2017-06-08,07:40:00,+2.1100e+01,+9.9872e+02
2017-06-08,07:50:00,+2.1300e+01,+9.9882e+02
2017-06-08,08:00:00,+2.1500e+01,+9.9872e+02
2017-06-08,08:10:00,+2.1200e+01,+9.9862e+02
2017-06-08,08:20:00,+2.1400e+01,+9.9862e+02
2017-06-08,08:30:00,+2.1800e+01,+9.9862e+02
2017-06-08,08:40:00,+2.1800e+01,+9.9852e+02
2017-06-08,08:50:00,+2.1700e+01,+9.9852e+02
2017-06-08,09:10:00,+2.1800e+01,+9.9842e+02
2017-06-08,09:20:00,+2.2200e+01,+9.9842e+02
2017-06-08,09:30:00,+2.1900e+01,+9.9832e+02
2017-06-08,09:40:00,+2.2200e+01,+9.9832e+02
2017-06-08,09:50:00,+2.1800e+01,+9.9812e+02
2017-06-08,10:00:00,+2.2300e+01,+9.9802e+02
2017-06-08,10:10:00,+2.1700e+01,+9.9792e+02
2017-06-08,10:20:00,+2.1800e+01,+9.9782e+02
2017-06-08,10:30:00,+2.1800e+01,+9.9772e+02
2017-06-08,10:40:00,+2.2100e+01,+9.9762e+02
2017-06-08,10:50:00,+2.2400e+01,+9.9762e+02
2017-06-08,11:00:00,+2.2300e+01,+9.9752e+02
2017-06-08,11:10:00,+2.2500e+01,+9.9752e+02
2017-06-08,11:20:00,+2.3000e+01,+9.9742e+02
2017-06-08,11:30:00,+2.3000e+01,+9.9742e+02
2017-06-08,11:40:00,+2.2800e+01,+9.9732e+02
2017-06-08,11:50:00,+2.2400e+01,+9.9722e+02
2017-06-08,12:10:00,+2.2900e+01,+9.9722e+02
2017-06-08,12:20:00,+2.2800e+01,+9.9712e+02
2017-06-08,12:30:00,+2.3100e+01,+9.9712e+02
2017-06-08,12:40:00,+2.3200e+01,+9.9712e+02
2017-06-08,12:50:00,+2.3600e+01,+9.9702e+02
2017-06-08,13:00:00,+2.3200e+01,+9.9702e+02
2017-06-08,13:10:00,+2.3800e+01,+9.9692e+02
2017-06-08,13:20:00,+2.3300e+01,+9.9692e+02
2017-06-08,13:30:00,+2.3500e+01,+9.9682e+02
2017-06-08,13:40:00,+2.3600e+01,+9.9692e+02
2017-06-08,13:50:00,+2.3400e+01,+9.9682e+02
2017-06-08,14:00:00,+2.3600e+01,+9.9672e+02
2017-06-08,14:10:00,+2.3800e+01,+9.9672e+02
2017-06-08,14:20:00,+2.3900e+01,+9.9662e+02
2017-06-08,14:30:00,+2.3400e+01,+9.9652e+02
2017-06-08,14:40:00,+2.3600e+01,+9.9662e+02
2017-06-08,14:50:00,+2.3400e+01,+9.9662e+02
2017-06-08,15:10:00,+2.3700e+01,+9.9642e+02
2017-06-08,15:20:00,+2.3300e+01,+9.9642e+02
2017-06-08,15:30:00,+2.3400e+01,+9.9632e+02
2017-06-08,15:40:00,+2.3300e+01,+9.9632e+02
2017-06-08,15:50:00,+2.3100e+01,+9.9622e+02
2017-06-08,16:00:00,+2.3100e+01,+9.9622e+02
2017-06-08,16:10:00,+2.3000e+01,+9.9622e+02
2017-06-08,16:20:00,+2.3000e+01,+9.9622e+02
2017-06-08,16:30:00,+2.2900e+01,+9.9612e+02
2017-06-08,16:40:00,+2.2800e+01,+9.9612e+02
2017-06-08,16:50:00,+2.2800e+01,+9.9612e+02
2017-06-08,17:00:00,+2.2700e+01,+9.9602e+02
2017-06-08,17:10:00,+2.2500e+01,+9.9602e+02
2017-06-08,17:20:00,+2.2400e+01,+9.9592e+02
2017-06-08,17:30:00,+2.2400e+01,+9.9592e+02
2017-06-08,17:40:00,+2.2400e+01,+9.9592e+02
2017-06-08,17:50:00,+2.2100e+01,+9.9582e+02
2017-06-08,18:10:00,+2.2100e+01,+9.9582e+02
2017-06-08,18:20:00,+2.1900e+01,+9.9582e+02
2017-06-08,18:30:00,+2.1700e+01,+9.9592e+02
2017-06-08,18:40:00,+2.1500e+01,+9.9592e+02
2017-06-08,18:50:00,+2.1400e+01,+9.9592e+02
2017-06-08,19:00:00,+2.1200e+01,+9.9592e+02
2017-06-08,19:10:00,+2.0900e+01,+9.9592e+02
2017-06-08,19:20:00,+2.0600e+01,+9.9592e+02
2017-06-08,19:30:00,+2.0300e+01,+9.9592e+02
2017-06-08,19:40:00,+2.0000e+01,+9.9592e+02
2017-06-08,19:50:00,+1.9800e+01,+9.9592e+02
2017-06-08,20:00:00,+1.9300e+01,+9.9602e+02
2017-06-08,20:10:00,+1.9000e+01,+9.9612e+02
2017-06-08,20:20:00,+1.8600e+01,+9.9612e+02
2017-06-08,20:30:00,+1.8100e+01,+9.9622e+02
2017-06-08,20:40:00,+1.7400e+01,+9.9622e+02
2017-06-08,20:50:00,+1.6500e+01,+9.9632e+02
2017-06-08,21:10:00,+1.4800e+01,+9.9642e+02
2017-06-08,21:20:00,+1.4600e+01,+9.9652e+02
2017-06-08,21:30:00,+1.4900e+01,+9.9662e+02
2017-06-08,21:40:00,+1.5400e+01,+9.9672e+02
2017-06-08,21:50:00,+1.5500e+01,+9.9682e+02
2017-06-08,22:00:00,+1.5200e+01,+9.9692e+02
2017-06-08,22:10:00,+1.4500e+01,+9.9692e+02
2017-06-08,22:20:00,+1.4000e+01,+9.9692e+02
2017-06-08,22:30:00,+1.3600e+01,+9.9702e+02
2017-06-08,22:40:00,+1.3200e+01,+9.9702e+02
2017-06-08,22:50:00,+1.2500e+01,+9.9712e+02
2017-06-08,23:00:00,+1.1900e+01,+9.9702e+02
2017-06-08,23:10:00,+1.1300e+01,+9.9712e+02
2017-06-08,23:20:00,+1.1000e+01,+9.9712e+02
2017-06-08,23:30:00,+1.0600e+01,+9.9712e+02
2017-06-08,23:40:00,+1.0300e+01,+9.9712e+02
2017-06-08,23:50:00,+1.0200e+01,+9.9712e+02
